,Unit,Group.Name.Partner,Date.and.Time,Borough,LocationType,Location,Event.Name,Event.Type,Category,Classification,Audience,Attendance,pmam,time,lon,lat
3018,Recreation,Movies Under the Stars,08/31/2021 08:00:00 PM,Staten Island,Park,cedar grove,Twister,Community Based Event,Mobile Unit,Movies,General Public,10,PM,2021-08-31 20:00:00,,
3019,Recreation,,08/31/2021 08:00:00 PM,Brooklyn,Park,Canarsie Park,Coming 2 America (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,40,PM,2021-08-31 20:00:00,-73.89508649999999,40.6277696
3020,Public Programs,,08/31/2021 08:00:00 PM,Bronx,Park,Concrete Plant Park,Movies Under the Stars - Moana,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,25,PM,2021-08-31 20:00:00,-73.88502489999999,40.8264817
3021,Public Programs,,08/31/2021 08:00:00 PM,Bronx,Park,Concrete Plant Park,Movies Under the Stars - Moana,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,25,PM,2021-08-31 20:00:00,-73.88502489999999,40.8264817
3022,Recreation,PS 107,09/01/2021 10:00:00 AM,Bronx,Park,Soundview Park,Monologues for Kids,Agency Produced Event,Arts/Culture,Play,Children,0,AM,2021-09-01 10:00:00,-73.8750973,40.8171726
3023,Recreation,ACF Watercolor Painting,09/01/2021 03:00:00 PM,Bronx,Playground,Playground for All Children,ACF Watercolor Painting,Agency Produced Event,Arts/Culture,AC&F,General Public,0,PM,2021-09-01 15:00:00,-73.8489647,40.7413416
3024,Wildlife Unit,ACF Art Students League,09/01/2021 03:00:00 PM,Bronx,Park,Poe Park,ACF Watercolor Painting,Agency Produced Event,Arts/Culture,AC&F,General Public,0,PM,2021-09-01 15:00:00,-73.8945473,40.8648137
3025,Recreation,,09/01/2021 08:00:00 PM,Brooklyn,Park,Bensonhurst Park,The War With Grandpa (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-09-01 20:00:00,-74.000755,40.59726
3026,Public Programs,CM Gibson,09/01/2021 08:00:00 PM,Bronx,Park,Mullaly Park,Movies Under the Stars - Toy Story 4,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,0,PM,2021-09-01 20:00:00,,
3027,Public Programs,CM Salamanca,09/02/2021 08:00:00 AM,Bronx,Park,Melrose Commons Park,Movies Under the Stars - The Croods: A New Age,Community Based Event,Mobile Unit,M.U.T.S,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,0,AM,2021-09-02 08:00:00,,
3028,Recreation,,09/02/2021 11:00:00 AM,Bronx,Playground,Woodlawn Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,68,AM,2021-09-02 11:00:00,-73.8722289,40.9000792
3029,Recreation,Jazz Foundation,09/02/2021 03:00:00 PM,Staten Island,Recreation Center,Faber Park Recreation Center,An evening of Jazz,Community Based Event,Arts/Culture,AC&F,General Public,30,PM,2021-09-02 15:00:00,-74.1354195,40.6410298
3030,Urban Park Rangers,General Public,09/02/2021 03:00:00 PM,Manhattan,Pool,Wagner,Cool Pools,Agency Produced Event,Nature,Cool Pools,General Public,4,PM,2021-09-02 15:00:00,,
3031,Recreation,,09/02/2021 08:00:00 PM,Queens,Park,Kissena Corridor Park,Mulan (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,135,PM,2021-09-02 20:00:00,-73.8205452,40.7472926
3032,Recreation,,09/02/2021 08:00:00 PM,Manhattan,Playground,Lillian D Wald Playground,MUTS: Dirty Dancing,Community Based Event,Mobile Unit,M.U.T.S,General Public,20,PM,2021-09-02 20:00:00,-73.984267,40.7119655
3033,Recreation,,09/02/2021 08:00:00 PM,Brooklyn,Park,John Paul Jones Park,Dirty Dancing (1987),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-09-02 20:00:00,,
3034,Recreation,ADAPT Community Network,09/03/2021 11:00:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,Summer 2020,Adaptive,15,AM,2021-09-03 11:00:00,-73.8945473,40.8648137
3035,Recreation,,09/03/2021 01:00:00 PM,Bronx,Other,156th Street Between Melrose Ave and Courtland Ave,PAL EVENT,Community Based Event,Mobile Unit,Play,General Public,108,PM,2021-09-03 13:00:00,,
3036,Urban Park Rangers,General Public,09/03/2021 02:45:00 PM,Staten Island,Pool,West Brighton,Urban Wildlife,Agency Produced Event,Nature,Cool Pools,General Public,5,PM,2021-09-03 14:45:00,-74.10931409999999,40.6270298
3037,Urban Park Rangers,General Public,09/03/2021 03:00:00 PM,Queens,Pool,Fisher Pool,Cool Pools,Agency Produced Event,Nature,Cool Pools,Adults;#Children,4,PM,2021-09-03 15:00:00,-73.86927039999999,40.75892260000001
3038,Recreation,,09/03/2021 08:00:00 PM,Queens,Park,Springfield Park,Wonder Woman 1984 (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,30,PM,2021-09-03 20:00:00,-73.7612001,40.6629975
3039,Recreation,Council Member Ayala,09/03/2021 08:00:00 PM,Manhattan,Playground,Playground 103 CIII,MUTS: Playmobil the Movie,Community Based Event,Mobile Unit,M.U.T.S,Children;#General Public,75,PM,2021-09-03 20:00:00,-73.9391,40.787
3040,Recreation,Movies Under the Stars,09/03/2021 08:00:00 PM,Staten Island,Park,Father Macris,Abominable,Community Based Event,Mobile Unit,Movies,General Public,35,PM,2021-09-03 20:00:00,-74.1614187,40.6164813
3041,Public Programs,,09/03/2021 08:00:00 PM,Bronx,Park,Poe Park,Movies UNder the Stars - War With Grandpa,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,50,PM,2021-09-03 20:00:00,-73.8945473,40.8648137
3042,Public Programs,Ocean Breeze Green Team,09/04/2021 10:00:00 AM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,25,AM,2021-09-04 10:00:00,,
3043,Recreation,,09/04/2021 10:30:00 AM,Bronx,Playground,Mott Playground,Family Day Event,Community Based Event,Mobile Unit,Play,General Public,145,AM,2021-09-04 10:30:00,-73.9148558,40.8313201
3044,Recreation,Rockaway Administrator,09/04/2021 08:00:00 PM,Queens,Park,Beach 17th Street,Countryman (1982),Community Based Event,Mobile Unit,M.U.T.S,General Public,65,PM,2021-09-04 20:00:00,-73.7512371,40.5962916
3045,Recreation,Council Member Levine,09/04/2021 08:00:00 PM,Manhattan,Playground,Frederick Douglass Playground,MUTS: Sister Act,Community Based Event,Mobile Unit,M.U.T.S,General Public,75,PM,2021-09-04 20:00:00,-73.9675438,40.7972173
3046,Recreation,Movies Under the Stars,09/04/2021 08:00:00 PM,Staten Island,Park,Westerleigh Park,The Lion King,Community Based Event,Mobile Unit,Movies,General Public,35,PM,2021-09-04 20:00:00,-74.1344668,40.6197065
3047,Public Programs,CM Ayala,09/04/2021 08:00:00 PM,Bronx,Playground,Nelson Playground,Movies Under the Stars - Sonic,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,25,PM,2021-09-04 20:00:00,-75.138222,39.9889813
3048,Recreation,Puppet Mobile,09/07/2021 11:00:00 AM,Staten Island,Park,De Matti Park,Little Red's Hood,Agency Produced Event,Arts/Culture,AC&F,General Public,25,AM,2021-09-07 11:00:00,-74.07425649999999,40.6145077
3049,Recreation,,09/07/2021 11:00:00 AM,Queens,Park,Elmhurst Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,Play,General Public,47,AM,2021-09-07 11:00:00,-73.88509130000001,40.7298841
3050,Recreation,,09/07/2021 03:00:00 PM,Bronx,Playground,Bronx Park East Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,40,PM,2021-09-07 15:00:00,-73.8683877,40.848986
3051,Recreation,,09/07/2021 07:30:00 PM,Brooklyn,Park,Linden Park,Cpatin Underpants The First Epic Movie (2017),Community Based Event,Mobile Unit,M.U.T.S,General Public,30,PM,2021-09-07 19:30:00,-73.8871125,40.6589543
3052,Recreation,Movies Under the Stars,09/07/2021 08:00:00 PM,Staten Island,Park,Willowbrook Park,Pokemon Detective PIkachu,Community Based Event,Mobile Unit,Movies,General Public,10,PM,2021-09-07 20:00:00,-74.1583113,40.6008954
3053,Recreation,PS 107,09/08/2021 10:00:00 AM,Bronx,Park,Soundview Park,Monologues and Theater for Kids,Agency Produced Event,Arts/Culture,Summer 2020,Children,0,AM,2021-09-08 10:00:00,-73.8750973,40.8171726
3054,Recreation,,09/08/2021 12:00:00 PM,Bronx,Playground,Woodlawn Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,68,PM,2021-09-09 00:00:00,-73.8722289,40.9000792
3055,Recreation,ACF Art Students League,09/08/2021 03:00:00 PM,Bronx,Playground,Playground for All Children,ACF Watercolor Painting with Kalila,Agency Produced Event,Arts/Culture,AC&F,General Public,15,PM,2021-09-08 15:00:00,-73.8489647,40.7413416
3056,Recreation,Poe Park Visitor Center,09/08/2021 03:00:00 PM,Bronx,Playground,Poe Park Visitor Center,ACF ART WORKSHOP,Local Event,Arts/Culture,AC&F,Children;#Adults,11,PM,2021-09-08 15:00:00,-73.89466879999999,40.86509179999999
3057,Recreation,,09/08/2021 07:30:00 PM,Queens,Playground,Gorman Playground,Sonic the Hedgehog (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,55,PM,2021-09-08 19:30:00,-73.8841796,40.762406
3058,Recreation,,09/08/2021 07:30:00 PM,Brooklyn,Playground,P.O. Reinaldo Salgado Playground,Teen Titans Go! vs. Teen Titans (2019),Community Based Event,Mobile Unit,M.U.T.S,General Public,35,PM,2021-09-08 19:30:00,-73.9258747,40.6878157
3059,Recreation,MOME,09/08/2021 08:00:00 PM,Manhattan,Park,Seward Park,MUTS: Raya and the Last Dragon,Community Based Event,Mobile Unit,M.U.T.S,General Public,85,PM,2021-09-08 20:00:00,,
3060,Public Programs,CM Gibson,09/08/2021 08:00:00 PM,Bronx,Park,Macombs Dam Park,Movies Under the Stars - Wonder Woman 1984,Community Based Event,Mobile Unit,M.U.T.S,Young Adult;#Adults;#Children;#Teens;#Adaptive;#Seniors,0,PM,2021-09-08 20:00:00,-73.92969099999999,40.827516
3061,Recreation,Art Students League,09/09/2021 05:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,ACF: Watercolor Workshop,Community Based Event,Arts/Culture,AC&F,General Public,0,PM,2021-09-09 17:00:00,-73.93677950000001,40.7936478
3062,Recreation,,09/09/2021 07:30:00 PM,Queens,Park,Rockaway Beach,Jaws (1975),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-09-09 19:30:00,-73.81662589999999,40.5860224
3063,Recreation,,09/09/2021 07:30:00 PM,Brooklyn,Park,Marine Park,Grease (1978),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-09-09 19:30:00,-73.93318649999999,40.6113817
3064,Recreation,ADAPT Community Network Nate Vaky,09/10/2021 10:30:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers Project,Agency Produced Event,Arts/Culture,Summer 2020,Adaptive,15,AM,2021-09-10 10:30:00,-73.8945473,40.8648137
3065,Recreation,,09/10/2021 12:00:00 PM,Bronx,Playground,Loreto Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,90,PM,2021-09-11 00:00:00,-73.8522186,40.8487854
3066,Recreation,Ben Kallos and Strictly Tango,09/10/2021 03:00:00 PM,Manhattan,Park,Sutton Parks,Tango in the Park,Community Based Event,Arts/Culture,Dance,General Public,150,PM,2021-09-10 15:00:00,,
3067,Recreation,NYPD 106th Precinct - Brenda Reddick,09/10/2021 07:30:00 PM,Queens,Park,Police Officer Nicholas Demutiis Park,Soul (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,155,PM,2021-09-10 19:30:00,-73.83914949999999,40.6816118
3068,Recreation,,09/10/2021 07:30:00 PM,Brooklyn,Park,Prospect Park,BTFC Shorts & The Outside Story (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,90,PM,2021-09-10 19:30:00,-73.9689558,40.6602037
3069,Recreation,Mark Levine and MOME,09/10/2021 08:00:00 PM,Manhattan,Playground,Samuel Seabury Playground,MUTS: The Rise of Skywalker,Community Based Event,Mobile Unit,M.U.T.S,General Public,200,PM,2021-09-10 20:00:00,-73.9507677,40.7854039
3070,Recreation,Movies Under the Stars,09/10/2021 08:00:00 PM,Staten Island,Park,Seaside Wildlife Nature Park,Raya and the Last Dragon,Community Based Event,Mobile Unit,Movies,General Public,110,PM,2021-09-10 20:00:00,-74.14303269999999,40.5401773
3071,Public Programs,Morris Park BID,09/10/2021 08:00:00 PM,Bronx,Playground,Loreto Playground,Movies Under the Stars - Onward,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,30,PM,2021-09-10 20:00:00,-73.8522186,40.8487854
3072,Recreation,,09/11/2021 12:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,WBO Back to School,Community Based Event,Family Festival,,Children;#Tot;#Teens;#General Public,240,AM,2021-09-11 12:00:00,-73.8786095,40.8766525
3073,Recreation,,09/11/2021 11:00:00 AM,Bronx,Playground,Lozada Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,15,AM,2021-09-11 11:00:00,-73.9250105,40.8078469
3074,Recreation,Art Students League,09/11/2021 12:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,ACF Paint and Picnic,Community Based Event,Arts/Culture,AC&F,General Public,20,PM,2021-09-12 00:00:00,-73.9976262,40.7101922
3075,Recreation,Rockaway Administrator,09/11/2021 07:30:00 PM,Queens,Park,Beach 17th Street,Man on Wire (2008),Community Based Event,Mobile Unit,M.U.T.S,General Public,45,PM,2021-09-11 19:30:00,-73.7512371,40.5962916
3076,Recreation,,09/11/2021 07:30:00 PM,Brooklyn,Park,Sunset Park,The Farewell (2019),Community Based Event,Mobile Unit,M.U.T.S,General Public,130,PM,2021-09-11 19:30:00,-74.00933479999999,40.65272
3077,Recreation,Movies Under the Stars,09/11/2021 08:00:00 PM,Staten Island,Other,Det. Russel Timoshenko Soccer Field,Bill and Ted Face the Music,Community Based Event,Mobile Unit,Movies,General Public,15,PM,2021-09-11 20:00:00,-74.0819625,40.5755731
3078,Recreation,Bill Perkins,09/11/2021 08:00:00 PM,Manhattan,Park,St. Nicholas Park,MUTS: One Night in Miami,Community Based Event,Mobile Unit,M.U.T.S,General Public,185,PM,2021-09-11 20:00:00,-73.94874759999999,40.8174689
3079,Public Programs,,09/11/2021 08:00:00 PM,Bronx,Playground,Lozada Playground,Movies Under the Stars - Spiderman: Into the SpiderVerse,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,30,PM,2021-09-11 20:00:00,-73.9250105,40.8078469
3080,Recreation,,09/12/2021 11:00:00 AM,Queens,Park,Crocheron Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,Play,General Public,16,AM,2021-09-12 11:00:00,-73.76764299999999,40.7718307
3081,Recreation,,09/12/2021 07:30:00 PM,Brooklyn,Park,Cadman Plaza Park,Minari (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,60,PM,2021-09-12 19:30:00,-73.9906433,40.6976723
3082,Recreation,Diana Ayala,09/13/2021 03:00:00 PM,Manhattan,Playground,Dr. Ronald E. McNair Playground,ACF Drawing Workshop,Community Based Event,Arts/Culture,AC&F,General Public,7,PM,2021-09-13 15:00:00,-73.93809720000002,40.8025008
3083,Recreation,,09/14/2021 11:00:00 AM,Bronx,Playground,Agnes Haywood Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,35,AM,2021-09-14 11:00:00,-73.86157039999999,40.88039819999999
3084,Recreation,PS 107,09/15/2021 10:00:00 AM,Bronx,Park,Soundview Park,Monologues for Kids,Agency Produced Event,Arts/Culture,Summer 2020,Children,0,AM,2021-09-15 10:00:00,-73.8750973,40.8171726
3085,Recreation,,09/15/2021 11:00:00 AM,Bronx,Playground,Spuyten Duyvil Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,85,AM,2021-09-15 11:00:00,-73.9163599,40.8872151
3086,Recreation,ACF Art Students League,09/15/2021 03:00:00 PM,Bronx,Playground,Playground for All Children,ACF Watercolor Class with Kalila,Agency Produced Event,Arts/Culture,AC&F,General Public,2,PM,2021-09-15 15:00:00,-73.8489647,40.7413416
3087,Recreation,ART CULTURE AND FUN,09/15/2021 03:00:00 PM,Bronx,Playground,Poe Park Visitor center,ART CULTURE AND FUN,Local Event,Arts/Culture,AC&F,Children;#General Public;#Adults,10,PM,2021-09-15 15:00:00,-73.89466879999999,40.86509179999999
3088,Recreation,,09/15/2021 05:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Ready to Rumba,Community Based Event,Arts/Culture,Dance,General Public,7,PM,2021-09-15 17:00:00,-73.93677950000001,40.7936478
3089,Recreation,Council Member Kieth Powers,09/15/2021 07:00:00 PM,Manhattan,Park,St. Vartan Park,MUTS: Missing Link,Community Based Event,Mobile Unit,M.U.T.S,General Public,185,PM,2021-09-15 19:00:00,-73.9736293,40.7451124
3090,Recreation,,09/15/2021 07:30:00 PM,Brooklyn,Playground,Colonel David Marcus Playground,Monsters University (2013),Community Based Event,Mobile Unit,M.U.T.S,General Public,70,PM,2021-09-15 19:30:00,-73.9688434,40.6101672
3091,Recreation,,09/15/2021 07:30:00 PM,Queens,Park,Elmhurst Park,Tom & Jerry (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,105,PM,2021-09-15 19:30:00,-73.88509130000001,40.7298841
3092,Recreation,,09/16/2021 11:00:00 AM,Bronx,Playground,Bufano Park,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,65,AM,2021-09-16 11:00:00,-73.83106269999999,40.8381348
3093,Recreation,Art Students League,09/16/2021 05:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,ACF: Watercolor Workshop,Community Based Event,Arts/Culture,AC&F,General Public,10,PM,2021-09-16 17:00:00,-73.93677950000001,40.7936478
3094,Recreation,,09/16/2021 07:15:00 PM,Brooklyn,Park,McCarren Park,Blackboard Jungle (1955),Community Based Event,Mobile Unit,M.U.T.S,General Public,50,PM,2021-09-16 19:15:00,-73.95244,40.7210549
3095,Recreation,Council Member Corey Johnson,09/16/2021 07:30:00 PM,Manhattan,Playground,Corporal John A. Seravalli Playground,MUTS: 42,Community Based Event,Mobile Unit,M.U.T.S,General Public,25,PM,2021-09-16 19:30:00,-74.00479039999999,40.7391104
3096,Recreation,,09/16/2021 07:30:00 PM,Queens,Park,Rockaway Beach,Deep Blue Sea (1999),Community Based Event,Mobile Unit,M.U.T.S,General Public,33,PM,2021-09-16 19:30:00,-73.81662589999999,40.5860224
3097,Recreation,ADAPT Community Network,09/17/2021 11:00:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,Summer 2020,Adaptive,14,AM,2021-09-17 11:00:00,-73.8945473,40.8648137
3098,Recreation,Council Member Ben Kallos,09/17/2021 03:00:00 PM,Manhattan,Park,Sutton Parks,Tango in the Park,Community Based Event,Arts/Culture,Dance,General Public,150,PM,2021-09-17 15:00:00,,
3099,Recreation,,09/17/2021 07:00:00 PM,Queens,Other,Athens Square,Back to the Future (1985),Community Based Event,Mobile Unit,M.U.T.S,General Public,95,PM,2021-09-17 19:00:00,-73.9223319,40.767786
3100,Recreation,,09/17/2021 07:15:00 PM,Brooklyn,Park,Carroll Park,The Edge of Seventeen (2016),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-09-17 19:15:00,-75.2345117,39.9720513
3101,Recreation,Council Member Ben Kallos,09/17/2021 07:30:00 PM,Manhattan,Park,Carl Schurz Park,MUTS: Frozen II,Community Based Event,Mobile Unit,M.U.T.S,General Public,300,PM,2021-09-17 19:30:00,-73.9436973,40.7751302
3102,Recreation,Movies Under The Stars,09/17/2021 08:00:00 PM,Staten Island,Park,Bloomingdale Park,Field of Dreams,Community Based Event,Mobile Unit,Movies,General Public,20,PM,2021-09-17 20:00:00,-74.2105955,40.5334003
3103,Recreation,Poe Park Visitor Center,09/18/2021 10:00:00 AM,Bronx,Playground,Poe Park Visitor Center,HISPANIC HERITAGE CELEBRATION,Community Based Event,Family Festival,AC&F,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,485,AM,2021-09-18 10:00:00,-73.89466879999999,40.86509179999999
3104,Urban Park Rangers,JBOLC Farmer's Market,09/18/2021 10:45:00 AM,Bronx,School,James Baldwin Outdoor Learning Center,Insectageddon,Local Event,Nature,,General Public,60,AM,2021-09-18 10:45:00,-73.88771380000001,40.8821575
3105,Recreation,,09/18/2021 11:00:00 AM,Bronx,Playground,Woodlawn Playground,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,45,AM,2021-09-18 11:00:00,-73.8722289,40.9000792
3106,Recreation,Green Thumb,09/18/2021 11:00:00 AM,Manhattan,Other,Pleasant Village Community Garden,Harvest Fest with Green Thumb,Community Based Event,Nature,,General Public,150,AM,2021-09-18 11:00:00,-73.9316056,40.7965728
3107,Recreation,,09/18/2021 12:00:00 PM,Manhattan,Playground,Alfred E. Smith Playground,ACF Paint and Picnic,Community Based Event,Arts/Culture,AC&F,General Public,0,PM,2021-09-19 00:00:00,-73.9973097,40.7110333
3108,Recreation,Harlem Dance Club,09/18/2021 12:00:00 PM,Manhattan,Park,Marcus Garvey Park,Mothership One,Community Based Event,Arts/Culture,Dance,General Public,1000,PM,2021-09-19 00:00:00,-73.9437629,40.8044257
3109,Recreation,,09/18/2021 12:00:00 PM,Manhattan,Park,Jackie Robinson Park,Jackie Robinson Park and Block Party,Community Based Event,Family Festival,Play,General Public,200,PM,2021-09-19 00:00:00,,
3110,Recreation,,09/18/2021 03:00:00 PM,Bronx,Park,Devoe Park,SPECIAL EVENT,Community Based Event,Mobile Unit,Play,General Public,95,PM,2021-09-18 15:00:00,-73.9062362,40.8631422
3111,Recreation,,09/18/2021 07:00:00 PM,Queens,Playground,Grover Cleveland Playground,The Neverending Story (1984),Community Based Event,Mobile Unit,M.U.T.S,General Public,120,PM,2021-09-18 19:00:00,-73.9111313,40.7108402
3112,Recreation,,09/18/2021 07:15:00 PM,Brooklyn,Park,Marine Park,Middle School: The Worst Years Of My Life (2016),Community Based Event,Mobile Unit,M.U.T.S,General Public,75,PM,2021-09-18 19:15:00,-73.93318649999999,40.6113817
3113,Recreation,Council Member Mark Levin,09/18/2021 07:30:00 PM,Manhattan,Playground,Wright Brothers Playground,MUTS: Sonic the Hedgehog,Community Based Event,Mobile Unit,M.U.T.S,General Public,125,PM,2021-09-18 19:30:00,-73.9417685,40.8316877
3114,Public Programs,,09/18/2021 07:30:00 PM,Bronx,Playground,Woodlawn Playground,Movies Under the Stars - Toy STory 4,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,35,PM,2021-09-18 19:30:00,-73.8722289,40.9000792
3115,Recreation,Movies Under the Stars,09/18/2021 08:00:00 PM,Staten Island,Park,Clove Lakes Park,In the Heights,Community Based Event,Mobile Unit,Movies,General Public,35,PM,2021-09-18 20:00:00,-74.11163979999999,40.6186608
3116,Recreation,,09/19/2021 07:15:00 PM,Brooklyn,Park,Maria Hernandez Park,Sin Nombre (2009),Community Based Event,Mobile Unit,M.U.T.S,General Public,90,PM,2021-09-19 19:15:00,-73.9238611,40.70312819999999
3117,Recreation,Art Student League,09/20/2021 03:00:00 PM,Manhattan,Playground,Dr. Ronald E. McNair Playground,ACF Drawing Workshop,Community Based Event,Arts/Culture,AC&F,General Public,3,PM,2021-09-20 15:00:00,-73.93809720000002,40.8025008
3118,Recreation,PS 107,09/22/2021 10:00:00 AM,Bronx,Park,Soundview Park,Monologues and Theater for Kids,Agency Produced Event,Arts/Culture,Summer 2020,Children,0,AM,2021-09-22 10:00:00,-73.8750973,40.8171726
3119,Recreation,ACF Art Students League,09/22/2021 03:00:00 PM,Bronx,Playground,Playground for All Children,ACF Art Students League,Agency Produced Event,Arts/Culture,AC&F,General Public,0,PM,2021-09-22 15:00:00,-73.8489647,40.7413416
3120,Recreation,ART CULTURE AND FUN,09/22/2021 03:00:00 PM,Bronx,Playground,Poe Park Visitor center,ART CULTURE AND FUN,Local Event,Arts/Culture,,Children,8,PM,2021-09-22 15:00:00,-73.89466879999999,40.86509179999999
3121,Recreation,,09/22/2021 05:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Ready to Rumba: Celebrating Hispanic Heritage Month,Community Based Event,Arts/Culture,Dance,General Public,10,PM,2021-09-22 17:00:00,-73.93677950000001,40.7936478
3122,Recreation,"Arts, Culture, and Fun",09/23/2021 05:00:00 PM,Manhattan,Park,Thomas Jefferson Park,ACF: Watercolor Workshop,Community Based Event,Arts/Culture,AC&F,General Public,6,PM,2021-09-23 17:00:00,-73.9352341,40.7933578
3123,Recreation,,09/23/2021 07:15:00 PM,Brooklyn,Park,Linden Park,The Express (2008),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-09-23 19:15:00,-73.8871125,40.6589543
3124,Recreation,ADAPT Community Network,09/24/2021 11:00:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,Summer 2020,Adaptive,16,AM,2021-09-24 11:00:00,-73.8945473,40.8648137
3125,Recreation,,09/24/2021 03:00:00 PM,Bronx,Park,Williamsbridge Oval Park,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,90,PM,2021-09-24 15:00:00,-73.8763876,40.8776269
3126,Recreation,,09/24/2021 03:00:00 PM,Queens,Other,IS 141 Steinway,Mobile Unit Pop-Up / FDNY,Community Based Event,Mobile Unit,Play,General Public,35,PM,2021-09-24 15:00:00,-73.9045733,40.7756029
3127,Recreation,Council Member Ben Kallos and Strictly Tango,09/24/2021 03:00:00 PM,Manhattan,Park,Sutton Place Park,Tango in the Park,Community Based Event,Arts/Culture,Dance,General Public,125,PM,2021-09-24 15:00:00,-73.96103219999999,40.7558548
3128,Recreation,Councilmember Dinowitz,09/24/2021 04:00:00 PM,Bronx,Park,Williamsbridge Oval Park,Skate NIght,Community Based Event,Fitness,,Children;#Tot;#Young Adult;#Adults;#Teens;#Seniors;#General Public,332,PM,2021-09-24 16:00:00,-73.8763876,40.8776269
3129,Recreation,,09/24/2021 05:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,MUTS: Dora and the Lost City of Gold,Community Based Event,Mobile Unit,M.U.T.S,General Public,60,PM,2021-09-24 17:00:00,-73.93419,40.842804
3130,Recreation,,09/24/2021 07:00:00 PM,Queens,Playground,Lawrence Virgilio Playground,Cruella (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,115,PM,2021-09-24 19:00:00,-73.9107738,40.7472935
3131,Recreation,Council Member Ben Kallos and MOME,09/24/2021 07:00:00 PM,Manhattan,Park,St. Catherine's Park,MUTS: In the Heights,Community Based Event,Mobile Unit,M.U.T.S,General Public,276,PM,2021-09-24 19:00:00,-73.95871799999999,40.7651929
3132,Public Programs,,09/24/2021 07:00:00 PM,Bronx,Park,Virginia Park,Movies Under the Stars - Godzilla vs. Kong,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,30,PM,2021-09-24 19:00:00,,
